Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,Total Bsmt SF,1st Flr SF,Gr Liv Area,Full Bath,Garage Cars,Garage Area,SalePrice,Exter Qual_TA,Foundation_PConc,Bsmt Qual_Ex,Kitchen Qual_Ex,Kitchen Qual_TA
6,1968,1968,216.0,1392.0,1392,1392,1,2.0,576.0,110000,True,False,False,False,True
4,1920,2007,0.0,715.0,1281,1738,2,1.0,368.0,104900,True,False,False,False,True
5,1956,1956,164.0,1169.0,1144,1144,1,1.0,286.0,150000,False,False,False,False,True
6,1957,1957,0.0,1478.0,1478,1478,1,2.0,442.0,156500,True,False,False,False,True
7,1960,1960,128.0,1329.0,1329,1329,1,2.0,441.0,176000,True,False,False,False,True
6,1959,1998,0.0,988.0,988,988,2,1.0,297.0,149500,False,False,False,False,False
6,1958,1988,183.0,1240.0,1632,1632,2,1.0,338.0,139000,True,False,False,False,True
6,1958,1998,176.0,1215.0,1215,1215,1,1.0,297.0,155000,True,False,False,False,True
5,1956,1956,0.0,1202.0,1202,1202,1,1.0,304.0,120000,True,False,False,False,True
5,1955,1955,0.0,1382.0,1382,1382,1,1.0,350.0,153000,True,False,False,False,False
4,1956,1956,0.0,1200.0,1200,1200,1,1.0,294.0,144000,True,False,False,False,True
6,1962,1962,399.0,1362.0,1382,1382,1,2.0,884.0,176000,True,False,False,False,True
5,1954,1990,650.0,1297.0,1297,1297,1,2.0,498.0,153000,True,False,False,False,True
5,1958,1958,657.0,1866.0,1866,1866,2,2.0,495.0,135000,True,True,False,False,True
6,1954,1954,80.0,1062.0,1062,1062,1,1.0,297.0,131000,True,False,False,False,True
5,1953,1953,0.0,608.0,1319,1319,1,1.0,270.0,123000,True,True,False,False,True
5,1951,1951,0.0,631.0,1112,1112,1,2.0,480.0,126000,True,False,False,False,True
4,1955,1955,0.0,1005.0,1005,1005,1,2.0,672.0,115000,True,False,False,False,False
5,1951,2000,70.0,1008.0,1363,1363,1,1.0,288.0,164900,False,False,False,False,True
5,1945,1950,0.0,793.0,793,793,1,1.0,240.0,113000,True,False,False,False,False
5,1952,2005,0.0,1031.0,1031,1031,1,1.0,230.0,145500,False,False,False,False,False
5,1953,1953,140.0,0.0,1210,1210,1,1.0,616.0,102900,True,False,False,False,True
3,1900,1970,0.0,978.0,1014,1699,2,2.0,420.0,95000,True,False,False,False,True
7,1948,1999,0.0,699.0,801,1527,1,2.0,410.0,152500,True,False,False,False,True
5,1950,1950,0.0,1200.0,1200,1200,1,1.0,246.0,129900,True,False,False,False,True
6,1948,2002,0.0,972.0,972,972,1,1.0,240.0,132000,True,False,False,False,True
3,1958,1958,0.0,792.0,792,792,1,1.0,366.0,99900,True,False,False,False,True
5,1916,1987,0.0,660.0,808,1656,2,1.0,180.0,135000,True,False,False,False,True
5,1939,2006,0.0,676.0,676,1352,2,2.0,720.0,149000,True,False,False,False,False
4,1900,2003,0.0,405.0,717,1039,1,1.0,281.0,114000,False,False,False,False,True
5,1924,2006,0.0,768.0,792,792,1,1.0,240.0,109500,False,False,False,False,False
5,1925,1950,0.0,1054.0,1078,1078,1,1.0,264.0,125000,True,False,False,True,False
4,1915,1950,0.0,1313.0,1313,2377,2,2.0,528.0,142900,True,False,False,False,False
7,1910,2008,0.0,560.0,930,1690,2,2.0,624.0,156500,False,True,False,False,False
2,1940,1950,0.0,416.0,599,599,1,0.0,0.0,59000,False,True,False,False,False
4,1920,1950,0.0,840.0,840,1374,1,1.0,338.0,105000,False,True,False,False,True
5,1920,1950,0.0,720.0,846,846,1,2.0,576.0,106000,True,False,False,False,False
3,1890,1998,0.0,630.0,725,725,1,1.0,320.0,78500,True,False,False,False,True
6,1969,1969,480.0,1248.0,1248,2544,2,3.0,907.0,190000,True,False,False,False,True
6,1963,1963,295.0,1380.0,1380,1380,1,1.0,364.0,154000,True,False,False,False,True
6,1967,1967,0.0,1040.0,1040,1040,1,2.0,480.0,163000,False,False,False,False,True
5,1969,1969,368.0,1248.0,1338,2634,2,4.0,968.0,200000,True,False,False,False,True
6,1958,2007,0.0,951.0,951,951,1,2.0,480.0,143500,False,False,False,False,False
6,1957,1957,143.0,1105.0,1105,1105,1,1.0,308.0,135000,True,False,False,False,True
5,1957,2000,0.0,992.0,1306,1306,1,1.0,756.0,153000,True,False,False,False,True
6,1960,1960,30.0,1478.0,1478,1478,2,2.0,498.0,157500,True,False,False,False,True
6,1958,1958,82.0,160.0,1142,1142,1,1.0,384.0,113500,True,False,False,False,True
5,1949,1950,0.0,832.0,1036,1268,1,1.0,288.0,133000,False,False,False,False,True
3,1950,1950,0.0,0.0,1040,1040,2,2.0,400.0,92900,True,False,False,False,True
6,1950,1950,0.0,795.0,765,1133,1,2.0,900.0,128500,True,False,False,False,True
4,1949,1950,0.0,0.0,1040,1040,2,2.0,420.0,90000,True,False,False,False,True
5,1950,1982,0.0,1208.0,1136,1904,1,1.0,240.0,138000,True,False,False,False,True
5,1958,1958,0.0,1041.0,1041,1041,1,1.0,294.0,128000,True,False,False,False,True
5,1958,1965,0.0,1029.0,1339,1339,1,1.0,294.0,139000,True,False,False,False,True
5,1952,1952,0.0,732.0,732,732,1,1.0,240.0,118900,True,False,False,False,True
5,1959,1959,0.0,528.0,1183,1183,1,1.0,288.0,138000,True,False,False,False,True
5,1959,1959,0.0,1148.0,1148,1148,1,1.0,672.0,132500,True,False,False,False,True
4,1949,1996,0.0,832.0,832,1461,2,1.0,384.0,133500,True,False,False,False,True
6,1948,1994,0.0,864.0,1064,1495,1,2.0,576.0,135000,True,False,False,False,True
6,1964,1964,420.0,780.0,993,1806,1,2.0,483.0,144750,True,False,False,False,True
5,1978,1978,124.0,941.0,941,941,1,2.0,564.0,145000,True,False,False,False,False
6,1963,1963,0.0,1045.0,1045,1045,1,1.0,264.0,127000,True,False,False,False,True
5,1962,1962,0.0,894.0,894,894,1,1.0,308.0,109500,True,False,False,False,True
6,1926,2004,0.0,818.0,818,1224,1,1.0,210.0,115000,True,False,False,False,True
5,1910,1981,0.0,440.0,682,1230,1,2.0,440.0,110000,True,True,False,False,True
6,1935,1998,0.0,901.0,861,1378,1,1.0,162.0,128900,True,True,False,False,False
6,1910,1950,0.0,972.0,972,1944,2,2.0,324.0,103500,True,False,False,False,True
5,1941,1950,0.0,676.0,676,1131,1,1.0,200.0,66500,True,False,False,False,True
5,1910,2003,0.0,240.0,810,1306,1,2.0,472.0,130000,True,False,False,False,False
5,1910,2002,0.0,504.0,764,1464,2,0.0,0.0,129000,False,False,False,False,True
5,1939,1950,0.0,690.0,868,1558,1,2.0,400.0,150000,True,False,False,False,True
5,1892,1965,0.0,994.0,1378,2372,2,1.0,432.0,107500,True,False,False,False,True
4,1920,1950,0.0,600.0,1101,1701,2,0.0,0.0,94550,False,False,False,False,False
5,1952,1952,360.0,960.0,960,1960,2,2.0,400.0,124500,True,False,False,False,True
7,1946,1992,0.0,651.0,707,1389,1,1.0,240.0,135000,True,False,False,False,True
5,1910,1950,0.0,801.0,801,1447,1,0.0,0.0,103000,True,False,False,False,True
4,1953,1953,0.0,936.0,936,936,1,2.0,576.0,93000,False,False,False,False,True
5,1950,1970,0.0,768.0,768,1328,1,1.0,308.0,129500,True,False,False,False,True
5,1954,1954,0.0,811.0,811,1387,2,1.0,256.0,93000,True,False,False,False,False
4,1920,1950,0.0,861.0,861,861,1,2.0,288.0,80000,True,False,False,False,True
2,1940,1950,0.0,0.0,612,612,1,1.0,308.0,45000,True,False,False,False,True
3,1910,1950,0.0,600.0,600,968,1,0.0,0.0,37900,True,False,False,False,True
5,1938,1996,0.0,190.0,886,886,1,1.0,273.0,91300,True,False,False,False,True
5,1923,1950,0.0,624.0,792,792,1,1.0,287.0,99500,False,True,False,False,True
4,1920,2008,0.0,736.0,736,1452,2,0.0,0.0,113000,True,False,False,False,True
4,1910,1950,0.0,677.0,833,1510,2,2.0,720.0,87500,False,False,False,False,False
5,1947,1950,0.0,720.0,720,1284,1,1.0,240.0,110000,True,False,False,False,True
5,1898,1965,0.0,849.0,1075,2138,2,2.0,360.0,106000,True,True,False,False,True
7,1880,2003,0.0,1240.0,1320,2640,1,4.0,864.0,265979,False,False,False,False,False
6,1900,1950,0.0,917.0,1090,2007,2,1.0,357.0,160000,True,False,False,True,False
6,1917,2007,0.0,624.0,664,1288,1,1.0,280.0,119000,True,False,False,True,False
8,1882,1986,0.0,916.0,916,1742,1,2.0,424.0,168000,False,False,False,False,False
4,1910,1950,0.0,624.0,816,816,1,0.0,0.0,58500,True,False,False,False,True
7,1920,1988,0.0,650.0,832,1482,1,2.0,324.0,143000,True,True,False,False,True
5,1910,2006,0.0,1022.0,1022,1022,1,1.0,280.0,85000,True,False,False,False,True
5,1890,1996,0.0,1088.0,1188,1869,1,2.0,456.0,124900,True,False,False,False,True
6,1920,1950,0.0,972.0,1044,1480,1,1.0,207.0,119000,False,False,False,False,True
6,1910,2002,0.0,741.0,780,1521,1,3.0,640.0,146500,True,True,False,False,False
4,1920,1950,0.0,720.0,720,720,1,0.0,0.0,34900,True,False,False,False,True
3,1900,1950,0.0,245.0,797,797,1,0.0,0.0,44000,True,False,False,False,True
5,1923,2004,0.0,1324.0,1072,1576,1,2.0,528.0,223500,True,False,False,False,False
6,1923,1950,0.0,1022.0,1432,1432,1,1.0,216.0,149000,True,False,False,False,False
7,1925,2007,0.0,952.0,952,1548,2,2.0,672.0,205000,False,False,False,True,False
5,1930,1982,0.0,297.0,1001,1654,2,1.0,336.0,137000,True,False,False,False,True
6,1916,1950,0.0,952.0,952,952,1,1.0,192.0,121000,True,False,False,False,False
4,1936,1950,0.0,672.0,757,1324,1,1.0,240.0,128000,True,False,False,False,True
6,1937,2000,0.0,698.0,786,1176,1,2.0,624.0,134900,False,False,False,False,True
5,1925,1997,0.0,884.0,884,1348,1,1.0,216.0,117000,True,False,False,False,True
6,1939,1950,0.0,780.0,825,1412,1,1.0,280.0,132500,True,False,False,False,True
5,1924,1950,444.0,468.0,822,1142,1,1.0,320.0,93000,True,False,False,False,True
6,1926,2004,0.0,884.0,904,904,1,1.0,180.0,119000,False,True,False,False,True
5,1924,1950,0.0,1145.0,1301,1301,1,2.0,440.0,100000,True,True,False,False,False
5,1936,1950,0.0,927.0,1067,1539,1,2.0,576.0,141500,True,False,False,False,True
4,1935,1995,0.0,884.0,989,1573,1,1.0,240.0,133000,True,False,False,False,False
2,1936,1950,0.0,264.0,800,800,1,0.0,0.0,60000,False,False,False,False,False
5,1931,1993,0.0,715.0,875,875,1,1.0,180.0,105000,True,False,False,False,True
5,1925,1999,0.0,960.0,995,995,1,1.0,264.0,115000,True,False,False,False,True
5,1938,1950,0.0,952.0,994,1582,2,1.0,250.0,150000,True,False,False,False,True
5,1925,1950,0.0,1072.0,1072,1072,1,5.0,1184.0,126500,True,False,False,False,True
6,1916,1994,0.0,844.0,1445,2134,2,2.0,441.0,214500,True,False,False,False,False
7,1910,1993,0.0,728.0,1136,2019,1,2.0,532.0,167500,True,False,False,False,False
6,1915,1950,0.0,1048.0,1048,1768,2,2.0,576.0,155000,True,True,False,False,True
7,1915,2005,0.0,910.0,916,1826,1,1.0,164.0,155000,False,True,False,True,False
7,1915,1994,0.0,672.0,1272,1944,2,1.0,216.0,179900,True,False,False,False,True
6,1912,1950,0.0,755.0,929,2229,1,0.0,0.0,104000,True,False,False,False,True
5,1922,1950,0.0,1040.0,1088,2128,2,0.0,0.0,62500,True,False,False,False,True
6,1927,1950,0.0,720.0,1146,1930,2,1.0,316.0,149000,True,False,False,False,True
4,1925,1950,0.0,780.0,848,1208,1,2.0,539.0,103000,True,False,False,False,True
6,1915,2002,0.0,483.0,741,1427,1,1.0,379.0,123000,True,False,False,False,False
7,1902,2000,188.0,1020.0,978,1864,2,0.0,0.0,97500,True,False,False,False,True
6,1927,1950,0.0,1204.0,1204,1666,1,1.0,384.0,135000,True,False,False,False,True
4,1923,1950,0.0,858.0,892,892,1,0.0,0.0,70000,True,True,False,False,False
6,1915,1965,0.0,698.0,754,1403,1,1.0,308.0,116000,True,False,False,False,True
4,1946,2001,0.0,560.0,704,704,1,1.0,220.0,88750,True,False,False,False,False
5,1987,1988,0.0,1200.0,1200,1200,3,0.0,0.0,179000,True,False,False,False,True
5,1987,1988,0.0,1200.0,1200,1200,3,0.0,0.0,179000,True,False,False,False,True
5,1978,1978,0.0,1152.0,1152,1152,2,1.0,252.0,159900,True,True,False,False,True
1,1922,1950,0.0,683.0,904,904,0,0.0,0.0,61000,False,False,False,False,False
6,1925,1950,0.0,672.0,697,1369,2,1.0,300.0,103600,True,False,False,False,True
5,1934,1950,0.0,585.0,687,1112,2,1.0,226.0,63000,True,True,False,False,True
5,1963,1999,0.0,520.0,1464,1464,2,2.0,480.0,175000,True,False,False,False,True
5,1963,1963,0.0,1121.0,1121,1121,1,2.0,480.0,139000,True,True,False,False,True
6,1978,1978,92.0,918.0,918,1683,2,2.0,440.0,172500,True,False,False,False,True
5,1967,1967,172.0,1052.0,1052,1052,1,1.0,668.0,113500,True,False,False,False,True
5,1967,2004,89.0,864.0,899,899,1,1.0,288.0,130000,True,True,False,False,False
6,1978,1978,23.0,456.0,1034,1034,1,2.0,504.0,149900,True,False,False,False,True
5,1982,1982,0.0,858.0,858,858,1,2.0,576.0,134900,True,False,False,False,True
5,1982,1982,0.0,840.0,860,860,1,2.0,528.0,137000,True,False,False,False,True
5,1962,1962,116.0,1092.0,1092,1092,1,1.0,288.0,139000,True,False,False,False,True
5,1961,1961,0.0,552.0,904,1774,2,1.0,384.0,165000,True,False,False,False,True
6,1960,1960,54.0,1138.0,1138,1138,1,2.0,480.0,148000,True,False,False,False,True
5,1956,1956,366.0,825.0,2071,2071,1,1.0,336.0,165000,True,False,False,False,True
2,1947,1950,0.0,0.0,660,660,1,0.0,0.0,63900,True,False,False,False,False
4,1957,1989,0.0,1104.0,1104,1788,1,1.0,304.0,161500,True,False,False,False,True
5,1968,2003,0.0,1437.0,1473,1473,1,1.0,452.0,143000,True,False,False,True,False
4,1956,1956,0.0,1134.0,1229,1229,1,1.0,284.0,135000,True,False,False,False,True
4,1940,1950,0.0,861.0,861,861,1,2.0,539.0,82500,True,False,False,False,True
5,1955,1993,0.0,1617.0,1867,1867,1,1.0,303.0,190000,False,False,False,False,True
3,1955,1955,0.0,0.0,1733,1733,2,2.0,452.0,139600,True,False,False,False,True
4,1954,1954,0.0,0.0,1383,1383,1,2.0,498.0,122000,True,False,False,False,True
6,1956,1956,0.0,1436.0,1689,1689,1,2.0,480.0,127500,True,False,False,False,True
5,1956,1956,0.0,1073.0,1073,1073,1,1.0,340.0,121500,True,False,False,False,True
5,1958,1958,0.0,1276.0,1276,1276,1,1.0,350.0,60000,True,False,False,False,True
6,1946,1950,0.0,747.0,892,1639,1,1.0,240.0,154400,True,False,False,False,False
4,1941,1950,0.0,672.0,672,672,1,1.0,234.0,113000,True,False,False,False,True
5,1954,1954,0.0,1089.0,1089,1089,1,1.0,252.0,125000,True,False,False,False,True
4,1957,1957,0.0,0.0,845,845,1,1.0,290.0,84000,True,False,False,False,True
5,1984,1984,149.0,1049.0,1049,1049,2,1.0,266.0,139500,False,False,False,False,False
5,1949,2008,0.0,768.0,1148,1716,1,1.0,281.0,131000,True,False,False,False,True
6,1939,1950,0.0,560.0,698,1258,1,1.0,280.0,105000,True,False,False,False,True
4,1940,1950,0.0,755.0,755,1510,1,1.0,296.0,108000,True,False,False,False,True
7,1990,1991,0.0,1054.0,1061,1061,1,2.0,462.0,162000,False,True,False,False,False
6,1983,1983,100.0,520.0,1338,1338,1,2.0,576.0,156500,False,False,False,False,False
8,1983,2009,0.0,1496.0,1496,2132,1,2.0,612.0,316600,False,False,False,False,False
7,1990,1991,234.0,2158.0,2196,2196,2,3.0,701.0,271900,False,False,False,False,False
7,1993,1993,137.0,740.0,1006,1775,2,2.0,425.0,213000,False,True,False,False,False
7,1993,1994,0.0,1079.0,1079,1879,2,2.0,473.0,239900,False,True,False,False,False
8,1995,1995,0.0,1128.0,1142,2020,2,2.0,466.0,239500,False,True,False,False,False
5,1880,2007,0.0,0.0,1288,2016,1,2.0,576.0,131000,False,True,False,False,True
5,1979,1979,0.0,0.0,1535,1535,2,2.0,410.0,118964,True,False,False,False,True
5,1979,1979,275.0,1086.0,1224,1224,0,2.0,528.0,153337,True,False,False,False,True
5,1979,1979,0.0,0.0,1114,2228,2,2.0,720.0,147983,True,False,False,False,True
5,1979,1979,0.0,0.0,1535,1535,2,2.0,400.0,118858,True,False,False,False,True
5,1979,1979,0.0,0.0,1535,1535,2,2.0,400.0,118858,True,False,False,False,True
5,1979,1979,0.0,0.0,1120,2240,2,2.0,528.0,142953,True,False,False,False,True
5,1979,1979,216.0,1094.0,1229,1229,0,2.0,672.0,148325,True,False,False,False,False
5,1979,1979,0.0,0.0,1513,1513,2,2.0,400.0,113722,True,False,False,False,True
7,2000,2000,23.0,1168.0,1168,2787,4,4.0,820.0,269500,True,True,True,False,True
7,2000,2000,23.0,1168.0,1168,2787,4,4.0,820.0,269500,True,True,True,False,True
7,2000,2000,23.0,1168.0,1168,2787,4,4.0,820.0,269500,True,True,True,False,True
9,2009,2009,242.0,1555.0,1680,1680,1,3.0,1138.0,323262,False,True,True,True,False
8,2007,2008,336.0,1705.0,1718,1718,2,3.0,826.0,297000,False,True,True,False,False
8,2008,2008,270.0,1622.0,1630,1630,2,3.0,860.0,295493,False,True,True,True,False
9,2008,2008,364.0,1720.0,1720,1720,2,3.0,846.0,332000,False,True,True,True,False
8,2008,2008,0.0,1468.0,1468,1468,2,3.0,904.0,239900,False,True,False,False,False
8,2007,2007,0.0,866.0,866,1768,2,2.0,578.0,212000,False,True,False,False,False
8,2007,2008,352.0,1838.0,1838,1838,2,2.0,524.0,272500,False,True,True,False,False
9,2007,2007,0.0,1800.0,1800,1800,2,2.0,702.0,239000,False,True,True,True,False
7,2006,2006,180.0,1604.0,1604,1604,2,2.0,660.0,220000,False,True,False,False,False
7,2007,2007,0.0,1282.0,1290,1290,2,2.0,662.0,200000,False,True,False,False,False
8,2008,2008,140.0,1254.0,1254,1254,2,3.0,810.0,221800,False,True,False,False,False
7,2007,2007,82.0,1232.0,1232,1232,2,2.0,632.0,194500,False,True,False,False,False
8,2005,2006,76.0,1498.0,1498,1498,2,3.0,844.0,237000,False,True,True,False,False
6,2005,2006,0.0,704.0,704,1422,2,2.0,440.0,173000,False,True,False,False,False
7,1989,1989,145.0,1518.0,1644,1644,2,2.0,569.0,275000,False,True,False,False,False
7,1992,1993,0.0,1449.0,944,1759,2,2.0,525.0,233500,False,True,False,False,False
5,1967,1967,0.0,1013.0,1160,2126,2,2.0,538.0,185000,True,True,False,False,True
5,1996,1996,0.0,1040.0,1040,1040,1,2.0,576.0,152000,True,True,False,False,False
5,1994,1994,0.0,990.0,990,990,1,1.0,440.0,143000,True,True,False,False,True
6,1997,1997,0.0,928.0,928,1764,2,2.0,470.0,231500,True,True,False,False,False
7,1996,1996,0.0,799.0,827,1661,2,2.0,550.0,212000,False,True,False,False,False
7,1998,1998,0.0,1463.0,1463,1463,2,2.0,539.0,207000,True,True,False,False,True
5,1994,1995,0.0,1097.0,1097,1097,1,2.0,672.0,145000,True,True,False,False,True
5,1994,1995,0.0,990.0,990,990,1,2.0,480.0,138000,True,True,False,False,True
7,1998,1998,0.0,866.0,866,1779,2,2.0,546.0,197900,True,True,False,False,False
7,1999,1999,183.0,1490.0,1501,1501,2,2.0,577.0,204000,False,True,False,False,False
7,1999,1999,0.0,1431.0,1431,1431,2,2.0,666.0,192000,False,True,False,False,False
6,1998,1998,120.0,928.0,928,1772,2,2.0,492.0,200000,True,True,False,False,True
7,2002,2002,95.0,831.0,831,1660,2,2.0,493.0,195000,False,True,False,False,False
7,2002,2002,110.0,1573.0,1573,1573,2,2.0,544.0,227000,False,True,False,False,False
7,2001,2001,0.0,944.0,944,1840,2,2.0,622.0,230000,False,True,False,False,False
7,2001,2002,0.0,1413.0,1430,1430,2,2.0,605.0,187100,False,True,False,False,False
7,2002,2001,68.0,1431.0,1444,1444,2,2.0,577.0,203000,False,True,False,False,False
7,2001,2001,180.0,1492.0,1492,1492,2,2.0,608.0,201000,False,True,False,False,False
5,1978,1978,136.0,1040.0,1040,1040,2,0.0,0.0,124000,True,False,False,False,True
5,1978,1978,76.0,907.0,907,907,1,1.0,343.0,140000,True,False,False,False,True
5,1979,1979,40.0,914.0,914,914,1,2.0,444.0,134900,True,False,False,False,True
5,1977,2008,0.0,1040.0,1040,1040,2,2.0,484.0,150500,True,False,False,False,False
5,1978,2005,90.0,864.0,864,864,1,1.0,336.0,136500,False,False,False,False,True
5,1977,1989,0.0,1268.0,1268,1268,1,1.0,252.0,143500,True,False,False,False,False
5,1972,1972,0.0,864.0,864,864,1,1.0,338.0,133500,True,False,False,False,True
5,1972,1972,0.0,894.0,894,894,1,2.0,600.0,123000,True,False,False,False,True
5,1972,2003,0.0,768.0,768,768,1,1.0,396.0,133900,True,False,False,False,True
5,1972,2007,0.0,768.0,768,768,1,2.0,396.0,133000,True,False,False,False,True
7,2002,2002,0.0,1569.0,1611,1611,2,3.0,1231.0,250000,False,True,False,False,False
8,2003,2003,198.0,1068.0,1068,2184,2,2.0,570.0,254750,False,True,False,False,False
8,2001,2001,0.0,1753.0,1788,1788,2,2.0,522.0,236500,False,True,False,True,False
8,2001,2001,108.0,1299.0,1299,1872,2,2.0,531.0,261500,False,True,False,True,False
9,2000,2000,204.0,1440.0,1476,2153,2,3.0,736.0,313000,False,True,True,True,False
7,2002,2002,0.0,840.0,840,1725,2,2.0,550.0,198500,False,True,False,False,False
7,2001,2001,0.0,944.0,944,1870,2,2.0,608.0,211000,False,True,False,False,False
8,1999,2000,260.0,1462.0,1513,1513,2,2.0,521.0,220000,False,True,False,False,False
7,1996,1996,196.0,1504.0,1504,1504,2,2.0,478.0,203000,False,True,False,False,False
8,2002,2003,164.0,1822.0,1828,1828,2,2.0,523.0,279500,False,True,True,False,False
7,1997,1998,209.0,1417.0,1417,1417,2,2.0,511.0,210000,False,True,False,False,False
7,1997,1998,573.0,1057.0,1057,2034,2,2.0,645.0,219500,True,True,False,False,False
7,1996,1996,0.0,880.0,909,1716,2,2.0,512.0,191000,False,True,False,False,False
7,2001,2001,0.0,1212.0,1212,1212,2,2.0,573.0,178000,False,True,False,False,False
7,2000,2001,171.0,1630.0,1630,1630,2,2.0,451.0,213000,False,True,False,False,False
6,2003,2004,170.0,848.0,848,848,1,2.0,420.0,144000,False,True,False,False,False
6,2003,2003,170.0,848.0,848,848,1,2.0,420.0,140000,False,True,False,False,False
8,2007,2007,180.0,1578.0,1602,1602,2,3.0,810.0,293200,False,True,False,False,False
7,2004,2004,0.0,864.0,864,1728,2,2.0,572.0,190000,False,True,False,False,False
7,2004,2004,210.0,1500.0,1500,1500,2,2.0,570.0,190000,False,True,False,False,False
6,2005,2005,0.0,738.0,738,1476,2,2.0,540.0,173500,False,True,False,False,False
6,2007,2007,0.0,608.0,608,1396,2,2.0,440.0,170000,False,True,False,False,False
4,1949,2003,0.0,0.0,1126,1126,2,2.0,520.0,108000,True,False,False,False,False
5,1964,1999,0.0,1486.0,1486,1486,1,2.0,480.0,167000,True,True,False,False,True
4,1938,1958,0.0,816.0,816,816,1,1.0,288.0,100000,True,False,False,False,True
7,2003,2003,500.0,0.0,495,1922,3,2.0,672.0,198500,False,False,False,False,False
6,1977,1977,140.0,690.0,698,1426,1,2.0,440.0,159500,True,False,False,False,True
4,1960,1971,0.0,1014.0,1149,1149,1,1.0,544.0,127000,True,False,False,False,True
6,1976,1976,255.0,1041.0,1125,1125,1,1.0,352.0,125000,True,False,False,False,True
9,2007,2008,340.0,1698.0,1698,1698,2,3.0,768.0,320000,False,True,True,True,False
6,2005,2006,80.0,547.0,1072,1072,1,2.0,525.0,145500,True,False,False,False,True
5,1947,2008,0.0,698.0,698,698,1,0.0,0.0,118000,True,False,False,False,True
4,1959,1959,0.0,876.0,876,876,1,1.0,320.0,85000,True,False,False,False,True
5,1950,1950,0.0,1078.0,1368,1368,1,1.0,195.0,120000,True,False,False,False,True
4,1945,1950,0.0,0.0,1088,1529,2,1.0,240.0,98000,True,False,False,False,True
5,1922,1950,0.0,864.0,864,864,1,0.0,0.0,99900,True,True,False,False,True
3,1952,1952,0.0,0.0,944,944,1,2.0,528.0,82000,True,False,False,False,False
5,1959,1959,74.0,1678.0,1678,1678,2,0.0,0.0,119900,True,False,False,False,True
5,1956,1956,259.0,1150.0,1560,1560,1,1.0,313.0,103500,True,False,False,False,True
4,1956,1956,0.0,672.0,960,960,1,1.0,288.0,112000,True,False,False,False,True
6,1920,2000,0.0,684.0,684,1196,1,2.0,528.0,110000,True,False,False,False,False
5,1941,1950,0.0,720.0,854,1298,1,1.0,256.0,122000,True,False,False,False,True
5,1941,1960,0.0,984.0,984,1604,2,2.0,660.0,117000,True,False,False,False,True
5,1938,1950,88.0,832.0,832,1268,1,1.0,250.0,160000,True,True,False,False,True
5,1932,2000,0.0,793.0,848,1520,1,1.0,281.0,159434,True,False,False,False,True
2,1920,1950,0.0,290.0,438,438,1,1.0,246.0,60000,True,False,False,False,False
6,1940,1950,0.0,778.0,944,1489,2,1.0,240.0,139500,True,False,False,False,True
7,1920,1970,0.0,824.0,1687,3082,2,2.0,672.0,197000,True,False,False,False,True
6,1935,1950,0.0,583.0,647,1242,1,1.0,180.0,105000,True,False,False,False,True
4,1928,1950,0.0,1122.0,1328,1981,2,2.0,576.0,135000,True,False,False,False,False
6,1916,2000,0.0,816.0,1232,1232,1,2.0,440.0,147500,False,False,False,False,False
6,1925,1990,0.0,976.0,1160,1608,2,1.0,216.0,137450,True,False,False,False,False
7,1936,2007,0.0,560.0,575,1135,1,2.0,576.0,155000,False,True,False,False,False
6,1928,1950,0.0,896.0,1172,1913,1,2.0,342.0,177000,True,False,False,False,True
7,1928,1950,0.0,861.0,877,1477,2,1.0,216.0,145000,True,False,False,False,True
7,1918,1990,0.0,600.0,628,1228,1,1.0,215.0,137000,True,False,False,False,True
7,1926,2004,0.0,1276.0,1276,2080,1,1.0,282.0,234000,False,False,False,False,False
5,1940,1950,0.0,840.0,840,1567,1,2.0,440.0,205000,True,False,False,False,True
6,1942,1950,0.0,771.0,753,1494,1,1.0,213.0,177500,True,False,False,False,False
5,1940,1950,0.0,728.0,976,1308,1,1.0,256.0,160000,False,False,False,False,True
5,1960,1960,0.0,1273.0,1273,1273,1,1.0,307.0,155000,True,False,False,False,True
5,1921,2006,0.0,876.0,964,964,1,2.0,432.0,163500,True,False,False,False,True
5,1921,1950,0.0,731.0,820,1343,1,1.0,186.0,154900,True,False,False,False,True
7,1940,1950,0.0,920.0,1240,2480,2,2.0,400.0,205000,True,False,False,False,True
5,1954,1954,0.0,1112.0,1112,1112,1,1.0,390.0,144800,True,False,False,False,True
7,1941,1950,0.0,704.0,860,1564,1,1.0,234.0,174500,True,False,False,False,False
6,1960,1960,132.0,1561.0,1561,1561,2,2.0,463.0,193000,True,False,False,False,True
5,1949,2005,0.0,1067.0,986,1523,2,1.0,295.0,158000,True,False,False,False,False
6,1950,2004,0.0,1092.0,1152,1152,1,1.0,300.0,158500,True,False,False,False,False
6,1954,1954,420.0,1310.0,1906,1906,1,2.0,576.0,224000,True,True,False,False,True
6,1980,1980,0.0,516.0,516,1032,1,2.0,452.0,115000,True,False,False,False,True
6,1980,1992,0.0,561.0,561,1229,1,2.0,462.0,137000,True,False,False,False,False
6,1980,1980,0.0,561.0,561,1229,1,2.0,462.0,121000,True,False,False,False,True
6,1980,1980,0.0,561.0,561,1229,1,2.0,462.0,124000,True,False,False,False,True
6,1986,1986,242.0,572.0,1182,1982,2,2.0,501.0,208000,True,False,False,False,True
